company,level,location,rating,salary_from,salary_to,salary_unit,skill,state,title
SILVERLINK TECHNOLOGIES LLC,mid,"Plano, TX",,55.0,60.0,hour,kafka,Texas,Bigdata Hadoop Developer | Data Engineer
National Computer Systems,mid,"Austin, TX 78753 ",3.9,50.0,65.0,hour,kafka,Texas,Java Developer with Mongo DB
Essani International LLC,mid,"Plano, TX",,30.0,35.0,hour,kafka,Texas,Data Engineer
Arthur Grand Technologies Inc,mid,"Dallas, TX",,60.0,70.0,hour,kafka,Texas,Software Developer/Software Programmer
SCG,senior,"Flint, MI",,63000.0,70000.0,year,python,Michigan,Senior Computing Support Engineer
Primary Talent Partners,senior,"Detroit, MI",,125000.0,125000.0,year,python,Michigan,Cloud Architect
LaBranche Enterprises Inc.,senior,"Auburn Hills, MI",,40.0,55.0,hour,python,Michigan,Senior Cybersecurity Engineer
"Signature Research, Inc.",senior,"Calumet, MI 49913",,85000.0,120000.0,year,python,Michigan,Senior Software Developer
University of Michigan,senior,"Ann Arbor, MI 48109",4.3,63077.0,115500.0,year,python,Michigan,Software Engineer Senior / Intermediate
Optime Tech,senior,"Benton Harbor, MI",,65.0,65.0,hour,python,Michigan,Sr Java Developer with Web API & Microservices
Jobot,senior,"Raleigh, NC 27602 ",5.0,100000.0,150000.0,year,python,North Carolina,Senior Data Engineer
Piper Companies,senior,"Durham, NC 27707",4.2,125000.0,145000.0,year,python,North Carolina,Senior Analytics Expert
jrd systems Inc.,senior,"Charlotte, NC",,100000.0,125000.0,year,python,North Carolina,Senior C++ Programmer
DLS Professional Services/ Cisco,senior,"Raleigh-Durham, NC",,100000.0,110000.0,year,python,North Carolina,Security Engineer
Meridian Technologies,senior,"Charlotte, NC 28217",3.8,70.0,77.0,hour,python,North Carolina,Software Developer SME
Primary Talent Partners,senior,"Charlotte, NC",,125000.0,125000.0,year,python,North Carolina,Cloud Architect
"Meridian Technologies, Inc.",senior,"Charlotte, NC 28262 ",3.0,100000.0,125000.0,year,python,North Carolina,Sr. Software Engineer
Artis Technology,senior,"Atlanta, GA 30305 ",,95000.0,135000.0,year,python,Georgia,Senior Full-Stack Lead Developer
Lateral Systems INC,senior,"Atlanta, GA",,60.0,70.0,hour,python,Georgia,Senior Data Scientist
it minds llc,senior,"Atlanta, GA",,50.0,80.0,hour,python,Georgia,Sr. Java/J2EE Developer
infolob,senior,"Alpharetta, GA",,50.0,55.0,hour,python,Georgia,Linux Administrator (w2 only)
ATGWORK,senior,"Atlanta, GA 30308 ",,60.0,64.0,hour,python,Georgia,Sr. Esri ArcGIS Developer
Bluefields Bay,senior,"Atlanta, GA",,60.0,64.75,hour,python,Georgia,Sr. Esri ArcGIS Developer
Optime Tech,senior,"Cleveland, OH",,70.0,70.0,hour,python,Ohio,BI Developer Lead (Data Engineer)
Pythian,senior,United States,3.4,150000.0,200000.0,year,python,Ohio,Cloud Data Architect
Ingenium Plus,senior,"Cincinnati, OH 45202 ",,140000.0,180000.0,year,python,Ohio,"Vice President, Engineering"
Polaris Automation Inc,senior,"Lewis Center, OH 43035",3.5,95000.0,105000.0,year,python,Ohio,IT Applications Engineer
The Ohio State University,senior,"Columbus, OH",4.2,90000.0,105000.0,year,python,Ohio,SR Systms Dev/Eng-Not Sap
"The Osborn Group, LLC",senior,"Cincinnati, OH 45211 ",,90000.0,115000.0,year,python,Ohio,Sr. Software Engineer
Essani International LLC,senior,"Columbus, OH",,45.0,50.0,hour,python,Ohio,Big data/Spark developer
"361 Interactive, LLC",senior,"Dayton, OH 45402 ",,70000.0,110000.0,year,python,Ohio,Senior Software Developer
Comtec Information Systems,senior,"Solon, OH",,90000.0,120000.0,year,python,Ohio,Sr. Embedded Linux Engineer
Craft,senior,"Pittsburgh, PA",3.7,120000.0,150000.0,year,python,Pennsylvania,"Engineering Lead, Enterprise Product"
Piper Companies,senior,"Philadelphia, PA 19103",4.2,70.0,75.0,hour,python,Pennsylvania,Data Architect
Ace-stack LLC,senior,"Coraopolis, PA",,120000.0,120000.0,year,python,Pennsylvania,Sr. Devops Engineer
donato technologies,senior,"Pittsburgh, PA",,60.0,65.0,hour,python,Pennsylvania,Java Developer
NextGen Global Resources,senior,"Philadelphia, PA 19103",4.0,50.0,85.0,hour,python,Pennsylvania,Sr. Java Developer
Nfinity LLC,senior,"Philadelphia, PA",4.2,150000.0,150000.0,year,python,Pennsylvania,Sr. Software Developer
City of Philadelphia,senior,"Philadelphia, PA 19123 ",4.0,65000.0,80000.0,year,python,Pennsylvania,Senior Lead GIS Analyst
BTMG USA,senior,"Chicago, IL",,50.0,60.0,hour,python,Illinois,Sr. Java Full Stack Developer
Request Technology,senior,"Chicago, IL",,110000.0,145000.0,year,python,Illinois,Data Architect (Senior Role)
InspiHER Tech,senior,"Chicago, IL",,115000.0,140000.0,year,python,Illinois,"SR. SOFTWARE ENGINEER – RUBY ON RAILS/JAVA/PYTHON, # 9496"
Advantech,senior,"Chicago, IL 60631 ",3.5,120000.0,120000.0,year,python,Illinois,Senior EMC Storage Engineer
DigitCompass,senior,"Time, IL",,110000.0,180000.0,year,python,Illinois,Senior Statistical Programming Analyst
InspiHER Tech,senior,"Chicago, IL",,160000.0,160000.0,year,python,Illinois,"SQL SERVER (SQL) LEAD DATA ENGINEER, # 10560"
DigitCompass,senior,"Time, IL",,110000.0,180000.0,year,python,Illinois,Senior Text Analytical Programming Analyst
"GCOM Software, Inc",senior,"Maryland, NY",3.0,80.0,100.0,hour,python,New York,Data Architect
ThorTech Solutions,senior,"White Plains, NY 10601",,135000.0,150000.0,year,python,New York,Senior .NET Software Engineer (Cloud)
Onfido,senior,"New York, NY",,18500.0,18500.0,year,python,New York,Senior Solutions Engineer
ITGen Systems,senior,"New York, NY",,200000.0,200000.0,year,python,New York,Sr. Data Engineer (Local & W2 Only)
Verified Solutions,senior,"New York, NY",,130000.0,145000.0,year,python,New York,Senior Cloud Services Software Engineer
New York City DEPARTMENT OF CITY PLANNING,senior,"Manhattan, NY",4.0,75000.0,87000.0,year,python,New York,Senior Lead Computational Designer
Argus Information & Advisory Services,senior,"White Plains, NY",3.8,125000.0,200000.0,year,python,New York,Senior DevOps Engineer
MetroPlus Health Plan,senior,"New York, NY",3.1,100000.0,115000.0,year,python,New York,Senior Data Scientist
Avvir,senior,"New York, NY",,130000.0,170000.0,year,python,New York,Senior Full-Stack Software Engineer
Third Republic,senior,"New York, NY 10017 ",,100.0,100.0,hour,python,New York,Sr. Data Engineer (Consultant)
FINDYR,senior,"New York, NY",,110000.0,140000.0,year,python,New York,Senior Full Stack Engineer
Gemini,senior,"New York, NY 10016 ",,120000.0,165000.0,year,python,New York,Senior Backend Engineer
NopSec,senior,"Brooklyn, NY",,120000.0,140000.0,year,python,New York,Senior Penetration Tester
New York City MAYORS OFFICE OF CONTRACT SVCS,senior,"Manhattan, NY 10007 ",,70000.0,90000.0,year,python,New York,"Senior Data Lead, M/WBE"
New York City DEPT OF INFO TECH & TELECOMM,senior,"Brooklyn, NY",3.8,135000.0,135000.0,year,python,New York,IT Architect
AlphaHill,senior,"New York, NY",4.8,60.0,75.0,hour,python,New York,Senior iOS Developer
New York City MAYORS OFFICE OF CONTRACT SVCS,senior,"Manhattan, NY 10007 ",,65000.0,80000.0,year,python,New York,"Senior Data Analyst M/WBE, Enterprise Data Services"
Third Republic,senior,"Prince, NY 10012 ",,170000.0,190000.0,year,python,New York,Senior DevOps Engineer
cyberThink.inc,senior,"New York, NY",,75000.0,140000.0,year,python,New York,Senior Software Developer [Python/ React] – NYC
Systechcorp Inc,senior,"New York, NY",,70000.0,100000.0,year,python,New York,Data Scientist
Third Republic,senior,"New York, NY 10007 ",,140000.0,180000.0,year,python,New York,Senior SRE
Mayor's Office of Contract Services,senior,"New York, NY",,80000.0,100000.0,year,python,New York,Technical Senior Business Analyst (JO 416706)
Mayor's Office of Contract Services,senior,"New York, NY",,65000.0,80000.0,year,python,New York,"Senior Data Analyst M/WBE, Enterprise Data Services (JO# 417..."
Foxcroft Placements LLC,senior,"Tampa, FL",,120000.0,140000.0,year,python,Florida,Sr. Java Developer
University of South Florida,senior,"Tampa, FL",4.2,58000.0,65000.0,year,python,Florida,Applications Developer II - Sr GIS Analyst
Zar Technology,senior,"Tampa, FL",,89.0,92.0,hour,python,Florida,Senior AWS Infrastructure Solution Architect
Miami-Dade County,senior,"Miami, FL",4.2,81677.0,81677.0,year,python,Florida,Senior Operating Systems Programmer
South Florida Water Management District,senior,"West Palm Beach, FL 33406",3.6,75000.0,105000.0,year,python,Florida,Senior Systems Administrator
TK Consultants,senior,"Orlando, FL 32815",,150000.0,150000.0,year,python,Florida,Director Of Software Development
Orlando Utilities Commission,senior,"Orlando, FL",3.6,90438.0,118700.0,year,python,Florida,Sr Programmer Analyst - Geographical Information Systems (GI...
Bacarai,senior,"Orlando, FL 32819 ",,75000.0,100000.0,year,python,Florida,Senior Full Stack Developer
Springtech Capital,senior,"Jacksonville, FL 32250",,60000.0,115000.0,year,python,Florida,Senior Software Engineer / Chief Technology Officer (CTO)
Planned Companies Job Fair,senior,"Tampa, FL",,120000.0,140000.0,year,python,Florida,Senior Java Developer
Indeed,senior,"Austin, TX 78731",4.4,138000.0,174000.0,year,python,Texas,Senior Software Engineer- Velocity
Indeed,senior,"Austin, TX 78731",4.4,138000.0,174000.0,year,python,Texas,Senior UX Developer
Indeed,senior,"Austin, TX 78731",4.4,138000.0,174000.0,year,python,Texas,Sr. Software Engineer - Big Data
Recruiters Network,senior,"San Antonio, TX",,125000.0,160000.0,year,python,Texas,Splunk Engineer/Architect – Fantastic Company and Growth Opp...
Indeed,senior,"Austin, TX 78731",4.4,126000.0,154000.0,year,python,Texas,Senior Systems Engineer
Indeed,senior,"Austin, TX 78731",4.4,180000.0,239000.0,year,python,Texas,Director of UX Research
Craft,senior,"Austin, TX 78701 ",3.7,120000.0,150000.0,year,python,Texas,"Engineering Lead, Enterprise Product"
Swytch,senior,"Austin, TX",,140000.0,175000.0,year,python,Texas,Senior Software Engineer
Everest Tech,senior,"Spring, TX",,70.0,70.0,hour,python,Texas,Information Security Architect
Indeed,senior,"Austin, TX 78731",4.4,120000.0,148000.0,year,python,Texas,Senior QA Automation Engineer
Indeed,senior,"Austin, TX 78731",4.4,138000.0,174000.0,year,python,Texas,Senior Software Engineer - Automated Delivery - SMB
Zelus Analytics,senior,"Austin, TX",,125000.0,150000.0,year,python,Texas,Senior Software Engineer - Sports Analytics
Protege Hunters,senior,"Irving, TX 75014",,40.0,50.0,hour,python,Texas,Sr Software Engineer w/ AWS
Zelus Analytics,senior,"Austin, TX 78703",,125000.0,150000.0,year,python,Texas,Senior Data Engineer - Cloud
Indeed,senior,"Austin, TX 78731",4.4,138000.0,174000.0,year,python,Texas,Sr Software Engineer- Velocity
Creative Lipi Webtech Pvt. Ltd,senior,"Austin, TX",,160000.0,160000.0,year,python,Texas,Python Lead with telecom experience
Facility Solutions Group,senior,"Round Rock, TX",3.8,100000.0,125000.0,year,python,Texas,Senior Software Engineer
Silverlink Technologies Pvt Ltd,senior,"Houston, TX",,60.0,65.0,hour,python,Texas,Data Science (with Power BI)
Employees Retirement System of Texas,senior,"Austin, TX 78701 ",3.6,5833.0,8106.0,month,python,Texas,Senior Analyst
"SmartLight Analytics, LLC",senior,"Dallas, TX 75254 ",,110000.0,115000.0,year,python,Texas,Director of Statistical Healthcare Analytics
Aries,senior,"Irving, TX",,50.0,60.0,hour,python,Texas,Sr. Hadoop Developer - No OPT/CPT
"University of California, Davis",senior,"Davis, CA 95616 ",4.2,79300.0,79300.0,year,python,California,Senior Dev Ops Engineer
RecruiterDNA,senior,"Redwood City, CA 94061",,118105.0,183195.0,year,python,California,Lead iOS Mobile Software Engineer
Affirm,senior,"San Francisco, CA",3.8,100000.0,100000.0,day,python,California,Senior DevOps Engineer
InfoMCS,senior,"Mountain View, CA",,120000.0,180000.0,year,python,California,Big Data SME / Sr. Developer
Cybernetic Search,senior,"Mountain View, CA",,70.0,90.0,hour,python,California,Senior Build and Release Engineer - Contract
Cybernetic Search,senior,"Mountain View, CA",,70.0,90.0,hour,python,California,Senior Build and Release Engineer
Dropthought,senior,"Santa Clara, CA 95050",,100000.0,100000.0,year,python,California,Senior Software Engineer
CA-One Tech Cloud Inc,senior,"San Francisco, CA",,80.0,90.0,hour,python,California,Devops Engineer (only USC or GC) Direct Client
Keyo,senior,"Palo Alto, CA",,100000.0,160000.0,year,python,California,Senior Software Engineer
Rexo Solutions,senior,"San Bruno, CA",,80.0,85.0,hour,python,California,Senior Data Engineer
National Computer Systems,senior,"Mountain View, CA",3.9,60.0,65.0,hour,python,California,"Senior Web Backend JAVA Engineer (Java, Web Services, Big Da..."
Odyssean Fund,senior,"San Francisco, CA",,50000.0,65000.0,year,python,California,Senior Java Developer
"ICU Medical, Inc",senior,"San Diego, CA",3.6,140000.0,150000.0,year,python,California,Senior Member Technical Staff R&D
eTek IT Service,senior,"Costa Mesa, CA",,100000.0,140000.0,year,python,California,Big Data Developer
Purple Drive Technologies,senior,"San Francisco, CA",,150000.0,200000.0,year,python,California,Big Data Architect
Noblr Insurance,senior,"San Francisco, CA",,80.0,100.0,hour,python,California,Devops Manager - Contract to Hire - San Fransisco
Court Buddy,senior,"San Francisco, CA",,120000.0,140000.0,year,python,California,Senior Software Engineer
Blue Owl,senior,"San Francisco, CA",,200000.0,300000.0,year,python,California,Senior Back-End Engineer
"Geosite, Inc.",senior,"Palo Alto, CA",,120000.0,170000.0,year,python,California,Full Stack Engineer (Senior)
Chewse,senior,"San Francisco, CA",3.4,149877.0,187346.0,year,python,California,Lead Software Engineer
Quest America,senior,"San Francisco, CA",,80.0,90.0,hour,python,California,Senior Business Intelligence Engineer
Synchrony Bank,senior,"San Francisco, CA 94105 ",3.9,100000.0,200000.0,year,python,California,"VP, Old Navy Analytics"
Tiro Security,senior,"Novato, CA",,150000.0,150000.0,year,python,California,Senior Security Analyst
TechnoPark Corp.,senior,"Sunnyvale, CA",,120000.0,120000.0,year,python,California,CEO wanted
Retention Science,senior,"Santa Monica, CA 90405",5.0,120000.0,140000.0,year,python,California,Senior Integration Engineer
"Six Degrees of Freedom, Inc",senior,"Los Angeles, CA",,100000.0,150000.0,year,python,California,Senior Backend Programmer
Charles Schwab,senior,"San Francisco Bay Area, CA",,130000.0,150000.0,year,python,California,Mid or Senior level Data Scientist - Digital Statistical Ana...
Synchrony,senior,"San Francisco, CA",3.9,100000.0,200000.0,year,python,California,"VP, Old Navy Analytics"
CLUTTER,senior,"Culver City, CA 90230",3.2,130000.0,130000.0,year,python,California,Sr. Software Engineer
Themesoft,senior,"Santa Monica, CA",,50.0,60.0,hour,python,California,Mainframe Developer
Purple Drive Technologies,senior,"San Francisco, CA",,100000.0,160000.0,year,python,California,Machine Learning Engineer
UC San Diego,senior,"San Diego, CA",4.3,150000.0,170000.0,year,python,California,Chief Tech. Officer & Dir. of Enterprise Computing
fun-gi games LLC,senior,"El Segundo, CA",,120000.0,150000.0,year,python,California,Technical Director (Mobile Games)
The J. Paul Getty Trust,senior,"Los Angeles, CA 90049",4.1,123401.0,160412.0,year,python,California,Semantic Engineer (Sr)
Digital dhara,senior,"Fremont, CA",,50.0,60.0,hour,python,California,Apache Spark Developer with Java and Python
CSAC Excess Insurance Authority,senior,"Folsom, CA 95630",,165372.0,239784.0,year,python,California,Actuary - Data Scientist
Crackajack Solutions,senior,"Auburn Hills, MI",,60.0,65.0,hour,java,Michigan,Sr. Web Services Developers (Back-end)
Ryder Inc,senior,"Dearborn, MI",,40.0,50.0,hour,java,Michigan,Senior Software Engineer (Consultant)
American Technosys Inc,senior,"Detroit, MI",,110000.0,125000.0,year,java,Michigan,Enterprise Software Quality Architect
Inficare Technologies,senior,"Benton Harbor, MI",,55.0,65.0,hour,java,Michigan,Java Developer
confluxsystems,senior,"Auburn Hills, MI",,55.0,60.0,hour,java,Michigan,Sr. Java Developer
Sreyo Inc,senior,"Farmington Hills, MI",,55.0,60.0,hour,java,Michigan,Java Application Developer
Optime Tech,senior,"Benton Harbor, MI",,65.0,65.0,hour,java,Michigan,Sr Java Developer with Web API & Microservices
Genesis Consulting LLC,senior,"Detroit, MI",,60.0,70.0,hour,java,Michigan,Agile Scrum Master
finesse technolgy solutions,senior,"Lansing, MI",,70.0,75.0,hour,java,Michigan,Sr. Java/J2EE Developer
ATGWORK,senior,"Lansing, MI",,55.0,60.0,hour,java,Michigan,"Programmer 4 - Lansing, MI"
Win2lead LLC,senior,"Detroit, MI",,65.0,85.0,hour,java,Michigan,salesforce architect
Primary Talent Partners,senior,"Detroit, MI",,125000.0,125000.0,year,java,Michigan,Cloud Architect
Crackajack Solutions,senior,"Auburn Hills, MI",,60.0,65.0,hour,java,Michigan,Sr.Web Developer - Front End
Farm Bureau Life Insurance Company of Michigan,senior,"Lansing, MI",3.5,59635.0,59635.0,year,java,Michigan,Senior Quality Testing Analyst (PHS)
Golden Tech Systems,senior,"Durham, NC 27703",,56.5,58.5,hour,java,North Carolina,Technical Architect
Primesoft,senior,"Mooresville, NC",,60.0,63.0,hour,java,North Carolina,Senior Android Developer on C2C
Golden Tech Systems,senior,"Durham, NC 27703",,56.5,58.5,hour,java,North Carolina,Technical Architect-Enterprise Softwary suite
Primary Talent Partners,senior,"Charlotte, NC",,125000.0,125000.0,year,java,North Carolina,Cloud Architect
"Meridian Technologies, Inc.",senior,"Charlotte, NC 28262 ",3.0,100000.0,125000.0,year,java,North Carolina,Sr. Software Engineer
National Computer Systems,senior,"Raleigh, NC",3.9,55.0,65.0,hour,java,North Carolina,Java Developer
it minds llc,senior,"Charlotte, NC",,60.0,80.0,hour,java,North Carolina,Java Developer
Digital Dhara,senior,"Charlotte, NC",,130000.0,140000.0,year,java,North Carolina,Sr. Java Developer
Ace-stack LLC,senior,"Charlotte, NC",,70.0,70.0,hour,java,North Carolina,Sr Java Developer
Beechwood Computing Limited,senior,"Durham, NC",,70.0,73.0,hour,java,North Carolina,Sr.Java developer(Minimum 9+ years)
Piper Companies,senior,"Cary, NC",4.2,52.88,60.1,hour,java,North Carolina,Senior Java Developer
RV Global Solutions Inc,senior,"Charlotte, NC",,120000.0,160000.0,year,java,North Carolina,"Sr. Java Developer at Charlotte, NC"
"Shertech Information Services, Inc.",senior,"Charlotte, NC",,115000.0,115000.0,year,java,North Carolina,Sr. Java Developer
Mahantech Corp,senior,"Raleigh, NC 27603",,70.0,80.0,hour,java,North Carolina,Senior Java Developer
Senior Architects LLC,senior,"Charlotte, NC",,70000.0,90000.0,year,java,North Carolina,Senior Java Developer
Piper Companies,senior,"Cary, NC",4.2,40.0,50.0,hour,java,North Carolina,Sr QA Engineer
Meridian Technologies,senior,"Charlotte, NC 28217",3.8,70.0,77.0,hour,java,North Carolina,Software Developer SME
AriesConsultancy Services Inc,senior,"Charlotte, NC",,70.0,70.0,hour,java,North Carolina,Senior Full Stack Developer
Aries,senior,"Irving, TX",,50.0,60.0,hour,hadoop,Texas,Sr. Hadoop Developer - No OPT/CPT
"SmartLight Analytics, LLC",senior,"Dallas, TX 75254 ",,110000.0,115000.0,year,hadoop,Texas,Director of Statistical Healthcare Analytics
